Barcode,Description ,Price,Remarks,UPC
8901262071048,Amul - Sugarfree Dark 150g,$3.49,,
8901262070843,Amul - Tropical Orange 150g,$3.49,,
8904063251084,Haldiram's - Soan Papdi Veg Oil 500g,$6.49,,
8904063251077,Haldiram's - Soan Papdi Veg Oil 250g,$3.99,,
8904063202505,Haldiram's - Soan Papdi Desi Ghee 250g,$4.49,,
8904063205001,Haldiram's - Soan Papdi Desi Ghee 500g,$7.49,,
856904003605,Verka - Dry Petha 400g,$3.99,,
8904063252456,Haldiram's - Patisa 500g,$8.99,,
610563602414,Desi - Tutti Frutti 7 oz,$3.99,,
9800800094,Nutella & Go 54g,$1.79,Add 00 in Front,
840033811408,Veer - Kothmir Chevdo 200g,$1.99,,
944325743740,Ganesh Bhavan - Spicy Murukku,$4.99,,
72320700069,Hello Panda - Vanilla 60g,$1.89,Add 0 in Front,
72320700045,Hello Panda - Chocolate 60g,$1.89,Add 0 in Front,
72320700281,Hello Panda - Strawberry 60g,$1.89,Add 0 in Front,
72320710013,Yan Yan - Chocolate 57g,$1.75,Add 0 in Front,
72320710020,Yan Yan - Vanilla 57g,$1.75,Add 0 in Front,
72320710037,Yan Yan - Strawberry 57g,$1.75,Add 0 in Front,
845786051675,Hans - Haldi Juice 500ml,$4.49,,
8906024070291,Apna - Amla Juice 500ml,$4.99,,
8906015310115,Kalvert's - Rose Syrup,$2.99,,
8964000122037,Hamdard - Rooh Afza 800ml,$3.99,,
80000099,Shastha Foods - Dry Paan Meetha 100g,$2.99,Add 00000 in Front,
80000020,Shastha Foods - Dry Paan Calcutta 100g,$2.99,Add 00000 in Front,
80000044,Shastha Foods - Dry Paan Gulkand 100g,$2.99,Add 00000 in Front,
80000013,Shastha Foods - Dry Paan Calcutta Gold 100g,$2.99,Add 00000 in Front,
8906040911394,Veer - Pudhina Vathi 200g,$2.99,,
8906040911417,Veer - Imli Ladoo 200g,$2.99,,
8904109410031,Patanjali - Khus Sharbat 750ml,$2.49,,
8904109490583,Patanjali - Aloe Vera Juice 1 liter,$2.99,,
8904109467738,Patanjali - Jamun Vinegar 500ml,$2.49,,
8904018611215,Chandan - 5 in 1 Mouth Freshener,$6.99,,
8904018612519,Chandan - 6 in 1 Mouth Freshener,$6.99,,
68656013218,Surati - Jeera Goli 200g,$2.99,Add 0 in Front,
68656013423,Surati - Kachcha Aam Goli 200g,$2.99,Add 0 in Front,
68656013386,Surati - Anar Goli 180g,$2.99,Add 0 in Front,
8904018621467,Chandan - Mango Khatta Mitha 160g,$2.99,,
8904018657138,Chandan - Flaxseed Mix 130g,$2.99,,
8904083508700,24 Mantra Organic - Tambool Mouth Freshener 100g,$3.99,,
8904018626226,Chandan - Mitha Awla,$2.99,,
856904000178,Verka - Desi Ghee 28oz,$15.99,,
856904000154,Verka - Desi Ghee 7oz,$5.99,,
856904000185,Verka - Desi Ghee 56oz,$23.49,,
856904000147,Verka - Desi Ghee 120oz,$44.99,,
856904000383,Verka - Grassfed Ghee 7oz,$7.99,,
856904000406,Verka - Grassfed Ghee 14oz,$12.99,,
856904000277,Verka - Organic Ghee 7oz,$7.99,,
856904000093,Verka - Organic Ghee 14oz,$13.99,,
817602018889,Veer - Desi Ghee 16oz,$6.99,,
723246286198,Laxmi - Pure Ghee 14oz,$7.49,,
749088803225,India's Nature - Cow Ghee 32oz,$18.99,,
723246286174,Laxmi - Ghee 56ozp,$21.99,,
817602018896,Veer - Desi Ghee 32oz,$11.99,,
817602018902,Veer - Desi Ghee 64oz,$36.99,,
817602018919,Veer - Desi Ghee 1 gallon,$24.99,,
797677300105,Nanak - Desi Ghee 14oz,$8.99,,
797677300204,Nanak - Desi Ghee 28oz,$15.99,,
8901262030151,Amul - Pure Ghee 1 liter,$9.99,,
8904109466199,Patanjali - Amla Chatpata Candy 500g,$5.49,,
841905050017,Aashirvaad - Ghee 900g,$11.99,,
8904109470066,Patanjali - Amla Murabba 500g,$1.99,,
40100009299,Fleischmann's - Rapid Yeast,$2.99,Add a zero in front,
33200011309,Arm & Hammer - Baking Soda 227g,$0.99,Add a zero in front,
8082637094142,Apna - Baking Soda 100g,$1.99,,
8906040911448,Veer - Chatpata Amla 200g,$2.99,,
8904109465208,Patanjali - Pachak Anardana Goli 100g,$3.49,,
8904109490439,Patanjali - Pahak Hing Peda 100g,$3.49,,
8904109470127,Patanjali - Amla Candy 500g,$5.49,,
8908001603058,Apna - Hing Vati 250g,$5.99,,
8908001603034,Apna - Dry Paan 150g,$5.99,,
8901808003441,Weikfield - Corn Flour 500g,$2.99,,
5028217004661,Laziza International - Falooda Mix 200g,$1.99,,
620514000107,National - Kheer Mix 155g,$1.99,,
5028217001042,Ahmed Foods - Kheer Mix 160g,$1.49,,
5028217001042,Laziza International - Kheer Mix 155g,$1.49,,
8901030521225,Brown & Polson Custard Powder Vanilla 500g,$5.99,,
44738018432,Chaokoh - Coconut Milk 400ml,$2.19,Add zero in front,
761934135328,Sunlee - Young Green Jackfruit 565g,$2.49,,
38900004699,Dole - Pineapple Chunks 227g,$1.59,Add zero in front,
53800050997,Lindsay - Sliced Olives 108g,$0.99,Add zero in front,
810001315610,Alreef - Garbanzo Beans 540g,$2.29,,
43717299008,Indo European - Garbanzo 14oz,$0.99,Add zero in front,
761934035017,Young Baby Corn 410g,$1.99,,
,Heinz - Beanz ,$1.99,No Bar Code,
24000163022,Del Monte - Whole Kernel Corn 432g,$1.99,Add zero in front,
24000163084,Del Monte - Sweet Peas 425g,$1.99,Add zero in front,
24000163190,Del Monte - Mixed Vegetables 411g,$1.99,Add zero in front,
94379001003,Mid East - Fava Beans 15oz,$1.49,Add zero in front,
28000517205,Nestle - Media Crema 225ml,$3.59,Add zero in front,
28000517809,Nestle - La Lechera 14oz,$3.49,Add zero in front,
50000010110,Nestle - Evaporated Milk 12oz,$2.99,Add zero in front,
50000159918,Nestle - Evaporated Lowfat 2% Milk 12oz,$1.79,Add zero in front,
50000110810,Nestle - Sweet Condensed Milk 14oz,$4.49,Add zero in front,
24000343462,Contadina- Tomato Sauce 15oz,$1.99,Add zero in front,
24000132066,Contadina - Tomato Puree 15oz,$2.19,Add zero in front,
72273387652,SW - Black Beans 15oz,$2.09,Add zero in front,
54529502118,Ahmed Foods - Lime Pickle in Oil 1 kg,$4.99,Add zero in front,
54529502101,Ahmed Foods - Garlic Pickle in Oil 1 kg,$5.49,Add zero in front,
8906040910861,Pachranga International - Mango Unpeeled Pickle 750ml,$2.99,,
8906068350076,Pachranga International - Achar Pachranga 750ml,$3.29,,
856904003667,Verka - Soya Chaap 850g,$4.99,,
8904137491705,Apna - Sarson Ka Saag 850g,$5.49,,
788821072009,Shan - Garlic Pickle 1 kg,$6.99,,
30000010204,Quaker Oats 18oz,$6.79,Add 0 in front,
41196891041,Progresso - Bread Crumbs Plain 8oz,$2.09,Add zero in front,
41196891010,Progresso - Italian Style 8oz,$2.09,Add zero in front,
8904109490293,Patanjali - Gulkand 500g,$4.99,,
54529005015,Ahmed Foods - Mango Jam 400g,$2.49,,
817602026211,Veer - Tamarind Date Chutney 11oz,$2.99,,
840033812221,Veer - Mint Chutney 10oz,$1.99,,
37600110723,Skippy - Peanut Butter 462g,$4.19,,
81393006817,Chettinad - Imli Jam 200g,$3.49,Add zero in front,
8901030081347,Kissan - Mixed Fruit Jam 500g,$2.99,,
14800582215,ReaLemon - Lemon Juice 8oz,$1.89,Add zero in front,
14800582239,ReaLemon - Lemon Juice 15oz,$3.29,Add zero in front,
1364008,Heinz - Ketchup 20oz,$3.99,,
1312403,Heinz - Ketchup 14oz,$2.99,,
13000008525,Heinz - White Vinegar 16oz,$1.79,Add zero in front,
13000008129,Heinz - Apple Cider Vinegar 16oz,$1.79,Add zero in front,
856904002899,Verka - Schezwan Chutney 1 Kg,$4.99,,
817602026587,Veer - Sweet Mango Pickle 30oz,$4.99,,
8906040911639,Veer - Green Chilli Pickle 28oz,$4.99,,
8906040911592,Veer - Mixed Pickle 28oz,$4.99,,
8906040911608,Veer - Mango Unpeeled Pickle 28oz,$4.99,,
8906040911622,Veer - Lime Spiced Pickle 28oz,$4.99,,
817602026174,Veer - Garlic Chutney 10oz,$0.99,,
840033804516,Veer - Chhundo 11oz,$2.99,,
840033804486,Veer - Lime Chilli Pickle 10oz,$2.99,,
817602026242,Veer - Mango Chutney Hot 11oz,$2.99,,
8906040911578,Veer - Schezwan Sauce 250g,$1.99,,
817602026198,Veer - Schezwan Chutney 10oz,$2.99,,
8901738970134,Veer - Ginger Paste 14oz,$2.99,,
8901738803883,Veer - Lime Pickle 14oz,$2.99,,
8904083503385,24 Mantra - Organic Tomato Pickle wih Garlic 300g,$3.99,,
8904083503101,24 Mantra - Organic Lemon Pickle with Garlic 300g,$2.79,,
8904083524663,24 Mantra - Organic Gongura Pickle with Garlic 300g,$4.49,,
8906001050148,Mother's Recipe - Gongura Red Chilli Pickle 300g,$2.29,,
8906001050896,Mother's Recipe - Citron Pickle 300g,$2.29,,
8906001055051,Mother's Recipe - Ginger Pickle 300g,$2.29,,
8906001055020,Mother's Recipe - Lime Pickle in Lime Juice 300g,$2.29,,
8906001055112,Mother's Recipe - Onion Pickle 300g,$2.29,,
8907316002181,Mother's Recipe - Kerda Pickle 500g,$2.49,,
A944001995A,Shastha Foods - Nellikai Pickle 500g,$7.49,A in code for these items shouldnt be there,
A944001998A,Shastha Foods - Ginger Thokku 500g,$6.49,,
A944001996A,Shastha Foods - Kadamba Thokku 500g,$6.99,,
A944001981A,Shastha Foods - Gongura Rice Mix 500g,$7.49,,
A944001989A,Shastha Foods - Manathakkali Keerai Thokku 500g,$7.49,,
A944001986A,Shastha Foods - Pepper Kuzhambu 500g,$7.49,,
68656005237,Surati - Lime Hot Pickle 700g,$4.99,Add 0 in Front,
68656005121,Surati - Gorkeri Pickle 800g,$4.99,Add 0 in Front,
68656005060,Surati - Chhundo Pickle 860g,$4.99,Add 0 in Front,
68656005268,Surati - Mango Hot Pickle 700g,$4.99,Add 0 in Front,
68656005114,Surati - Ginger Pickle 700g,$4.99,Add 0 in Front,
68656005053,Surati - Carrot Chilli Pickle 700g,$4.99,Add 0 in Front,
749088800637,India's Nature - Mild Lime Pickle 500g,$3.49,,
856904002172,Verka - Ginger Lime Chilli Pickle 28oz,$4.49,,
856904002066,Verka - Mix Pickle 28oz,$4.49,,
856904002158,Verka - Amla Pickle 28oz,$4.49,,
856904001564,Verka - Punjabi Mango Pickle 28oz,$4.49,,
68656005084,Surati - Karela pickle 28oz,$4.49,Add 0 in Front,
68656004933,Surati - Mixed Pickle 10oz,$2.99,Add 0 in Front,
68656004162,Surati - Green Chilli Pickle 10oz,$2.99,Add 0 in Front,
68656004612,Surati - Chhundo Pickle 10oz,$2.99,Add 0 in Front,
68656004704,Surati - Ginger Pickle 10oz,$2.99,Add 0 in Front,
68656004926,Surati - Mango Shredded Pickle 10oz,$2.99,Add 0 in Front,
8906081380173,Telugu - Tomato Pickle 300g,$2.29,,
785018012299,Priya - Lime Pickle with Garlic 300g,$2.99,,
785018012046,Priya - Citron Pickle with Garlic 300g,$2.99,,
785018012497,Priya - Red Chilli Pickle with Garlic 300g,$2.99,,
785018012114,Priya - Ginger Pickle with Garlic 300g,$2.99,,
785018012602,Priya - Brinjal Pickle with Garlic 300g,$2.99,,
785018012176,Priya - Green Chilli Pickle with Garlic 300g,$2.99,,
785018012459,Priya - Mix Veg Pickle with Garlic 300g,$2.99,,
785018012824,Priya - Mango Pickle with Garlic 300g,$2.99,,
785018012022,Priya - Amla Pickle with Garlic 300g,$2.99,,
785018012138,Priya - Gongura Pickle with Garlic 300g,$2.99,,
785018012886,Priya - Lime Pickle without Garlic 300g,$2.99,,
785018012039,Priya - Citron Pickle without Garlic 300g,$2.99,,
785018012015,Priya - Amla Pickle without Garlic 300g,$2.99,,
785018012268,Priya - Bittergourd Pickle without Garlic 300g,$2.99,,
785018012541,Priya - Tomato Pickle without Garlic 300g,$2.99,,
785018012824,Priya - Mango Pickle without Garlic 300g,$2.99,,
785018012619,Priya - Coriander Pickle without Garlic 300g,$2.99,,
785018012879,Priya - Mix Veg Pickle without Garlic 300g,$2.99,,
785018020065,Priya - Cut Mango Pickle w/o Garlic 1 Kg,$6.79,,
785018020287,Priya - Mango Pickle w Garlic 1 Kg,$6.79,,
785018020317,Priya - Mango Thokku w/o Garlic 1 Kg,$6.79,,
785018020126,Priya - Gongura Pickle w/o Garlic 1 Kg,$6.79,,
785018020430,Priya - Tomato Pickle w Garlic 1 Kg,$6.79,,
69276012100,Patak's - Hot Lime Pickle 10oz,$3.49,Add zero,
69276012407,Patak's - Garlic Pickle 10oz,$3.49,Add zero,
69276032054,Patak's - Mild Curry 10oz,$3.49,Add zero,
69276012209,Patak's - Hot Chile Pickle 10oz,$4.49,Add zero,
69276032108,Patak's - Vindaloo Curry 10oz,$3.49,Add zero,
69276201535,Patak's - Rogan Josh 10 oz,$3.49,Add zero,
69276012254,Patak's - Hot Mixed Pickle 10oz,$3.49,Add zero,
69276032405,Patak's - Biryani Curry 10oz,$2.99,Add zero,
69276032511,Patak's - Tikka Masala Curry 10oz,$3.49,Add zero,
69276012001,Patak's - Hot Mango Pickle 10oz,$3.49,Add zero,
69276032450,Patak's - Madras Curry 10oz,$3.49,Add zero,
69276070339,Patak's - Rogan Josh Curry 15oz,$5.99,Add zero,
69276070353,Patak's - Mango Curry 15oz,$5.99,Add zero,
69276070377,Patak's - Butter Chicken Curry 15oz,$5.99,Add zero,
69276070322,Patak's - Korma Curry 15oz,$5.99,Add zero,
69276070315,Patak's - Tikka Masala Curry 15oz,$5.99,Add zero,
69276020235,Patak's - Hot Mango Chutney 12oz,$3.49,Add zero,
36200005507,Ragu - Pizza Sauce 14oz,$3.29,Add zero,
48001213364,Best Foods - Real Mayo 15oz,$6.59,Add zero,
694642112124,Bedekar - Lime Pickle 400g,$2.99,,
694642111127,Bedekar - Mango Pickle 400g,$2.99,,
694642122123,Bedekar - Chhunda 400g,$2.99,,
694642116122,Bedekar - Avakkai Mango Pickle 400g,$2.99,,
694642118126,Bedekar - Lime Chilli Pickle 400g,$2.99,,
694642114128,Bedekar - Green Chilli Pickle 400g,$2.99,,
694642113121,Bedekar - Mixed Pickle 400g,$2.99,,
8904083510574,24 Mantra - Organic Garlic Paste 10oz,$4.99,,
754003784596,Sabah - Double Roasted Tahini 500g,$5.49,Add zero,
840033812269,Veer - Coconut Chutney 10oz,$1.99,,
8906040911677,Veer - Amla Murabba 28oz,$4.99,,
8906040911660,Veer - Carrot Murabba 28oz,$4.99,,
8906040911653,Veer - Mango Chutney 28oz,$4.99,,
8901738804002,Veer - Punjabi Mango Pickle 1.2 Kg,$4.99,,
856904001564,Verka - Punjabi Mango Pickle 28oz,$4.49,,
8906040911509,Veer - Garlic Paste 25oz,$4.99,,
8906040911516,Veer - Ginger Paste 25oz,$4.99,,
93856994623,Samui - Green Curry Paste 400g,$5.99,Add zero,
723246009063,Laxmi - Ginger Paste 8oz,$3.29,,
856904002301,Verka - Ginger Garlic Paste 300g,$3.49,,
856904002844,Verka - Organic Ginger Garlic Paste,$3.99,,
856904001557,Verka - Ginger Garlic Paste 750g,$3.99,,
788821001160,Shan - Ginger Paste 310g,$2.79,,
788821001177,Shan - Garlic Paste 310g,$2.79,,
788821001191,Shan - Ginger Paste 700g,$4.99,,
8906040917495,GharSe Ginger Garlic Paste 300g ,$2.79,,
840033810425,Veer - Organic Green Moong Whole 2lbs,$4.99,,
840033810586,Veer - Organic Toor Dal 2lbs,$4.99,,
840033810562,Veer - Organic Kala Chana 2lbs,$4.99,,
840033810432,Veer - Organic Green Gram With Split 2lbs,$4.99,,
817602025412,Veer - Organic Urad Chilka 2lbs,$4.99,,
8906029400222,Sheel - Organic Urad Whole 2lbs,$4.99,,
817602024965,Veer - Organic Moong Dal 2lbs,$4.99,,
817602025443,Veer - Organic Masoor Malka 2lbs,$4.99,,
817602024996,Veer- Organic Urad Beans 2lbs,$4.99,,
817602024972,Veer - Organic Urad Gota 2lbs,$4.99,,
817602025009,Veer - Organic Urad Beans 4lbs,$8.99,,
840033810814,Veer - Organic Lal Rajma 4lbs,$8.99,,
817602025108,Veer - Organic Moth Beans 4lbs,$8.99,,
817602024989,Veer - Organic Urad Gota 4lbs,$8.99,,
840033814034,Veer - Organic Kabuli Chana 7lbs,$14.99,,
840033812504,Veer - Organic Daliya 2lbs,$3.49,,
840033804356,Veer - Cracked Wheat Big Coarse 2lbs,$2.99,,
817602016502,Veer - Cracked Wheat Medium Coarse,$2.99,,
817602016496,Veer - Cracked Wheat Small 2lbs,$2.99,,
788821119025,Shan - Kat a Kat 50g,$1.79,,
788821019141,Shan - Sindhi Biryani 60g,$1.79,,
40048957492,Happy Leaf - Organic Masoor Dal 3.5lbs,$7.99,Add zero,
40048957508,Happy Leaf - Organic Mix Dal 3.5lbs,$7.99,Add zero,
40048957461,Happy Leaf - Organic Cowpeas 3.5lbs,$7.99,Add zero,
40048957539,Happy Leaf - Organic Moong Dal 3.5lbs,$7.99,Add zero,
40048957584,Happy Leaf - Organic Urad Dal 3.5lbs,$7.99,Add zero,
40048957515,Happy Leaf - Moong Dal Mogar 3.5lbs,$7.99,Add zero,
40048957577,Happy Leaf - Toor Dal 3.5lbs,$7.99,Add zero,
8906029403278,Sheel - Masoor Malka 2lbs,$3.99,,
817602019664,Veer - Urad Gota 4lbs,$6.99,,
817602011422,Veer - Urad Gota 2lbs,$3.99,,
840033805445,Veer - Urid Dal 4lbs,$6.99,,
840033805438,Veer - Urid Dal 2lbs,$3.99,,
840033802895,Veer - Punjabi Dal Mix 2lbs,$3.99,,
817602011408,Veer - Urad Dal Chilka 2lbs,$3.99,,
817602025214,Veer - Urad Whole 2lbs,$3.99,,
817602023289,Veer - Kabuli Chana 2lbs,$3.99,,
8906029403421,Veer - Kabuli Chana 4lbs,$6.99,,
817602018117,Veer - Toor Dal 2lbs,$3.99,,
817602018124,Veer - Toor Dal 4lbs,$6.99,,
817602025863,Veer - Moth Whole 2lbs,$3.99,,
817602025870,Veer - Moth Whole 4lbs,$6.99,,
840033805452,Veer - Kashmiri Rajma 2lbs,$3.99,,
817602011859,Veer - Kidney Beans 2lbs,$3.99,,
817602025153,Veer - Kala Chana 2lbs,$3.99,,
829426703728,Veer - Desi Chana 4lbs,$6.99,,
840033806176,Veer - Rajma Chitra 2lbs ,$3.99,,
817602025146,Veer - Chana Dal 4lbs,$6.99,,
829426706422,Veer - Chana Dal 2lbs,$3.99,,
817602012818,Veer - Moong Dal Chilka 4lbs,$6.99,,
817602011460,Veer - Masoor Dal 2lbs,$3.99,,
840033806343,Veer - Surti Val 2lbs,$3.99,,
840033803533,Veer - Mix Dal 4lbs,$6.99,,
817602011361,Veer - Moong Beans 2lbs,$3.99,,
817602019763,Veer - Moong Beans 4lbs,$6.99,,
829426701144,Veer - Moong Dhuli 2lbs,$3.99,,
817602025207,Veer - Moong Dhuli 4lbs,$6.99,,
